id,outcome_name,probability
33840edd610451b693e76f7186e6a086,Atlanta Braves,0.6923076923076923
33840edd610451b693e76f7186e6a086,New York Mets,0.36363636363636365
39fb014f345a723482084e5aca2bc5d4,San Francisco Giants,0.7142857142857143
39fb014f345a723482084e5aca2bc5d4,Washington Nationals,0.3448275862068966
6405754c8dc94d07532f8c89275efca8,Houston Astros,0.574468085106383
6405754c8dc94d07532f8c89275efca8,Texas Rangers,0.46511627906976744
7d584f5a2dea3c913e37536fe1fdcab5,Chicago Cubs,0.45454545454545453
7d584f5a2dea3c913e37536fe1fdcab5,San Diego Padres,0.5918367346938775
82d7fc73685b3efb7688b894c48bdd78,Cincinnati Reds,0.5348837209302325
82d7fc73685b3efb7688b894c48bdd78,Milwaukee Brewers,0.5121951219512195
89a9b9240575043a115368656eaa2253,Houston Astros,0.5121951219512195
89a9b9240575043a115368656eaa2253,Texas Rangers,0.5348837209302325
8d425080c17f48a58b29e334fa161259,Chicago Cubs,0.9900990099009901
8d425080c17f48a58b29e334fa161259,Los Angeles Dodgers,0.06666666666666667
9ba20b06d3d326b4397373d58269bf1f,Seattle Mariners,0.5
9ba20b06d3d326b4397373d58269bf1f,Toronto Blue Jays,0.5454545454545454
9e7ab70be858b0fb1f713c4d4679158b,Detroit Tigers,0.4878048780487805
9e7ab70be858b0fb1f713c4d4679158b,Pittsburgh Pirates,0.5555555555555556
b426f150a2bf13712a4bb0fdf9ca1f25,Miami Marlins,0.425531914893617
b426f150a2bf13712a4bb0fdf9ca1f25,New York Yankees,0.6226415094339622
c163b5f5f4579c8293266956ccf3d9bd,Los Angeles Angels,0.45454545454545453
c163b5f5f4579c8293266956ccf3d9bd,Tampa Bay Rays,0.5918367346938775
c47090b313f914cbd2518a9cfedd478b,Los Angeles Dodgers,0.5918367346938775
c47090b313f914cbd2518a9cfedd478b,Minnesota Twins,0.45454545454545453
d5a79b3f863d1b41ca5b9996daade0b0,Arizona Diamondbacks,0.6428571428571429
d5a79b3f863d1b41ca5b9996daade0b0,Colorado Rockies,0.4
edbf77a61511a18abd0f24a13c82ee44,Philadelphia Phillies,0.4878048780487805
edbf77a61511a18abd0f24a13c82ee44,St. Louis Cardinals,0.5555555555555556
